State,District,Latitude,Longitude,District code,Population,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Other Religion,Households,Urban Households,Rural Households,SC,ST,Households with Internet,Housholds with Electric Lighting,Households with Computer,sex_ratio,literacy rate
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,643291,122936,106788,389956,209,3392,144,16950,157945,18594,139351,8810,474009,1630,51301,8872,1016.0,56.0
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,383461,6498,1533,366881,58,1313,38,5878,87131,12299,74832,168,375097,149,32873,2462,1021.0,60.0
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,400309,13249,5264,379134,105,1570,76,505,100911,80341,20570,627,373542,4019,79804,21093,991.0,85.0
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,125745,1075,699,123446,9,151,45,194,31112,12717,18395,17,123466,186,23948,2263,1017.0,80.0
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,83955,4000,4426,75210,16,108,2,46,22176,12507,9669,84,73609,367,14853,1986,1046.0,78.0
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,117894,1668,522,63892,52,51549,122,2,27266,5273,21993,146,112354,162,9283,1329,1058.0,53.0
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,161428,5231,1290,127124,74,27543,93,5,38794,17315,21479,178,153533,482,26394,3725,1055.0,75.0
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,86364,2989,1782,69104,13,12328,25,19,20855,4129,16726,51,82080,90,12158,1073,1079.0,70.0
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,56574,933,514,54977,11,102,4,2,12827,5784,7043,83,54642,168,7400,1194,1022.0,75.0
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,64937,991,335,63444,6,60,9,35,15490,8018,7472,32,62889,131,12315,987,1024.0,84.0
Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,378811,108900,31212,234239,566,1270,2148,157,111969,62853,49116,0,223989,3303,71413,12077,1088.0,73.0
Nagaland,Kohima,25.60311428571428,93.78600657596373,270,267988,25496,4384,234955,998,1519,80,335,76100,44255,31845,0,224738,1928,50724,7982,1077.0,74.0
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,194622,9840,2057,181847,78,442,66,6,55278,17742,37536,0,178431,537,40154,2728,1081.0,82.0
Nagaland,Mon,26.69207374301676,95.03072988826828,261,250260,8102,3444,236494,84,1256,314,1,51022,7415,43607,0,238285,178,14398,2844,1112.0,48.0
Nagaland,Phek,25.63272986577182,94.56814563758392,266,163418,3563,950,158224,31,350,17,198,46198,7295,38903,0,157146,170,36182,1558,1051.0,65.0
Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,196596,2979,1052,191864,27,572,5,1,50141,9451,40690,0,190916,155,24998,2251,1077.0,60.0
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,166343,5605,2043,158236,34,318,8,20,46669,8170,38499,0,156621,198,25268,1757,1033.0,77.0
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,140757,2580,772,136995,39,286,6,2,37311,6044,31267,0,136561,261,28846,2008,1024.0,73.0
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,2320529,2197709,94254,6434,237,111,201,18345,683594,82440,601154,478586,275678,7370,296834,28289,1045.0,70.0
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,1506337,1398543,104202,745,169,81,111,61,428106,54244,373862,334896,30428,2637,164636,15609,1019.0,73.0
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,2624470,2457729,141263,11985,1026,6276,1180,168,790297,210768,579529,498633,93745,15046,349587,40589,1064.0,77.0
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,1192811,1185542,4805,727,124,366,39,139,352369,36979,315390,234079,162056,1810,117172,10600,1056.0,70.0
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,577817,353160,1556,219482,53,2180,66,4,175145,23050,152095,39175,313714,635,63112,5523,959.0,45.0
Orissa,Ganjam,19.2632617564534,84.80297710437702,388,3529031,3486059,13315,23975,590,174,170,76,1015394,219918,795476,688235,118928,9049,405298,41059,1017.0,63.0
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,579505,553587,12783,10462,1441,80,70,67,177186,73962,103224,104620,176758,2498,81433,7555,1049.0,70.0
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,1576869,1555367,4975,11160,796,175,1225,220,494748,38412,456336,286580,449456,1953,91171,12622,997.0,51.0
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,733110,580300,2138,148895,82,290,47,23,242935,24489,218446,115544,392820,768,28736,6609,965.0,55.0
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,1440361,1386792,50247,1423,169,62,52,24,438243,23494,414749,309780,9484,1628,173107,11836,993.0,76.0
Orissa,Khordha,20.054162322274863,85.52234834123229,386,2251673,2147632,84060,12527,1264,475,476,434,688729,356895,331834,297472,115051,35701,349860,75588,1076.0,78.0
Orissa,Koraput,18.82627794779476,82.81278469846964,398,1379647,1294151,8850,68550,518,219,491,3384,460128,78339,381789,196540,697583,3988,85766,17294,969.0,41.0
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,613192,600219,1871,10039,213,43,195,35,183723,15839,167884,138295,354614,448,24604,3908,981.0,40.0
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,2519738,2113079,33706,15008,661,162,109,351714,753589,64479,689110,184682,1479576,2950,140189,17999,994.0,54.0
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,962789,955754,5278,383,107,33,24,12,288334,26688,261646,136399,58691,1163,124984,8278,1092.0,71.0
Orissa,Nuapada,20.471309512195116,82.59152536585364,394,610382,601092,4952,1778,724,76,905,22,209127,11869,197258,82159,206327,757,43976,4221,979.0,49.0
Orissa,Puri,19.83509174603177,85.86698989898981,387,1698730,1644905,46094,4239,193,243,94,302,474224,72210,402014,325133,6129,3416,201605,16006,1038.0,76.0
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,967911,874445,4607,84916,219,249,123,44,286548,49205,237343,139514,541905,1553,61543,9166,952.0,42.0
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,1041099,964188,20120,50637,2506,310,86,1117,315495,94798,220697,191827,355261,5231,126498,14521,1025.0,68.0
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,2093437,1532352,71391,385011,5713,710,721,89986,618062,230151,387911,191660,1062349,12787,223537,35024,1028.0,64.0
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,200222,152638,28835,18391,46,63,54,14,69333,33715,35618,35348,0,1868,47880,4870,955.0,77.0
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,41816,27940,12856,958,3,21,14,3,12110,12110,0,144,0,574,7150,1484,844.0,87.0
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,55626,53537,1191,873,3,1,4,4,15519,15519,0,8427,0,207,12859,597,964.0,71.0
Punjab,Amritsar,31.548679820627772,74.79883856502238,49,2490656,690939,12502,54344,1716935,876,3152,1044,660953,385476,275477,770864,0,29961,461231,63864,1125.0,68.0
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,1388525,380569,16299,2474,984286,246,1266,559,355722,137563,218159,450473,0,11284,255650,32253,1152.0,61.0
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,617508,141363,3125,1227,469789,155,1109,103,158863,58917,99946,240328,0,4348,113549,12276,1123.0,62.0
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,600163,152851,16808,1698,427521,48,178,251,174896,57337,117559,192493,0,5138,113683,14294,1148.0,71.0
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,2029074,906408,6844,19358,1090815,454,1143,278,502390,153868,348522,855726,0,10042,349662,31070,1119.0,60.0
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,2298323,1074332,27667,176587,1002874,405,580,812,606348,185488,420860,580576,0,14428,411216,38445,1117.0,71.0
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,1586625,1000743,23089,14968,538208,3476,2034,531,551265,128592,422673,557504,0,13747,319930,34328,1040.0,76.0
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,2193590,1394329,30233,26016,718363,11385,4011,805,708130,377791,330339,854444,0,39082,446200,79134,1092.0,74.0
Punjab,Kapurthala,31.336592638036837,75.47641165644177,36,815168,336124,10190,5445,453692,6662,553,334,261203,95770,165433,276707,0,9732,161206,23145,1096.0,71.0
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,3498739,1502403,77713,16517,1863408,2007,19620,1254,1036821,641789,395032,923358,0,58589,703624,123400,1145.0,73.0
Punjab,Mansa,29.919547714285724,75.4304922857143,47,769751,156539,10375,917,598443,123,1577,493,196389,50786,145603,258878,0,2673,140099,10085,1132.0,55.0
Punjab,Moga,30.756540067340065,75.1600845117845,42,995746,158414,9388,3277,818921,178,436,365,288439,74144,214295,363417,0,7897,183396,21662,1119.0,63.0
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,901896,254920,4333,1681,638625,240,744,433,224157,74650,149507,381554,0,4571,166585,14077,1116.0,58.0
Punjab,Patiala,30.214540380693364,76.27505893949697,48,1895686,783306,40043,5683,1059944,245,1914,1410,517369,218090,299279,465359,0,24274,352929,55105,1122.0,67.0
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,684627,304481,14492,2094,361045,118,653,143,208699,60537,148162,180905,0,6600,129123,17542,1093.0,73.0
Punjab,Sangrur,30.185045204336895,75.89437014178496,53,1655169,389410,179116,2406,1077438,268,3222,1038,448944,156788,292156,461609,0,10736,305557,30955,1130.0,61.0
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,2583052,2201663,314159,10605,6799,417,45614,184,684254,274919,409335,478027,63482,13499,393498,41732,1052.0,59.0
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,3674179,3039279,547335,2696,64532,4384,13221,348,995261,212967,782294,653036,289249,9750,485723,45770,1117.0,59.0
Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,1797485,1701234,48834,22250,427,138,22613,109,429844,39407,390437,80091,1372999,2324,120603,15062,1020.0,46.0
Rajasthan,Baran,24.98023243243244,76.86210651828291,128,1222755,1133349,79984,1432,3066,84,2795,48,318988,69804,249184,221184,276857,1363,161310,9491,1077.0,57.0
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,2603751,2244882,321192,1157,450,157,34010,34,598805,55980,542825,436414,176257,2766,126494,37730,1109.0,46.0
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,2548462,2143046,371286,1576,23456,899,5758,18,609134,129697,479437,557305,54090,4179,288723,26106,1137.0,58.0
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,2408523,2224839,142427,1978,1468,183,35149,60,675880,145865,530015,407947,229273,6207,373644,24014,1028.0,52.0
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,101,2363937,2073356,235741,1901,20072,285,30850,79,531933,196179,335754,493646,7779,7607,220793,29531,1105.0,54.0
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,1110906,1017688,66609,682,11059,144,13455,24,303288,63452,239836,210788,228549,1392,136969,7705,1081.0,53.0
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,1544338,1413163,97855,1274,1515,252,25843,136,455653,88873,366780,250224,201546,4941,268172,16560,1029.0,53.0
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,2039547,1777879,249736,958,402,188,7104,127,493893,148996,344897,451721,11245,2577,231696,15259,1064.0,56.0
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,1634409,1582335,45488,439,296,94,3737,115,420694,59610,361084,354337,433344,1719,195277,14539,1105.0,57.0
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,1206516,1127520,72258,688,1356,92,2739,21,273296,58626,214670,245695,58594,1330,96086,9504,1182.0,57.0
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,1388552,1340065,28662,830,240,226,16141,853,354363,31547,322816,52267,983437,1477,141275,11742,1007.0,49.0
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,1969168,1437144,50688,2077,474853,938,1988,164,562594,164897,397697,720412,13477,6295,283142,24901,1127.0,61.0
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,1774692,1433067,118673,1542,216997,241,1935,138,497753,108694,389059,494189,14289,3360,243163,16217,1104.0,58.0
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,6626178,5819980,687452,12708,18782,1020,81079,257,1732679,977838,754841,1003302,527966,76565,990085,182350,1098.0,65.0
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,669919,497045,168129,874,1723,98,1521,34,189947,30830,159117,99134,42429,754,43141,7416,1174.0,46.0
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,1828730,1732852,78990,730,231,144,14640,82,467418,48202,419216,357196,178719,1585,161845,12794,1050.0,45.0
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,129,1411129,1299751,96164,842,819,46,12488,42,362387,63763,298624,243582,182229,1750,220428,9403,1057.0,52.0
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,2137045,1905682,228178,1004,275,56,548,85,650809,150357,500452,360709,41629,4828,297559,24178,1053.0,64.0
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,3687165,3224399,411558,6035,4123,514,36697,80,891657,307442,584215,608024,118924,19335,408808,54808,1091.0,55.0
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,1458248,1370977,81553,602,297,70,3424,413,364355,59308,305047,354465,324960,1059,132079,13045,1162.0,55.0
Rajasthan,Kota,25.175718080000014,76.18618928000001,127,1951014,1661307,243993,5665,11058,280,25742,286,515189,311735,203454,405408,183816,12843,339899,36297,1098.0,67.0
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,3307743,2833443,454487,1912,366,163,12940,276,842201,166489,675712,699911,10418,4449,347344,35328,1053.0,53.0
Rajasthan,Pali,25.80490393541874,73.55285640766907,118,2037573,1870543,143476,1345,1540,141,18974,52,652717,139808,512909,398096,144578,4043,326793,19270,1013.0,53.0
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,1156597,1105676,33677,759,260,100,14966,68,365676,61054,304622,148168,160809,1989,193276,9222,1011.0,54.0
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,1335551,1165505,155681,945,812,177,9991,42,353321,71264,282057,278789,285848,1887,140947,14310,1115.0,56.0
Rajasthan,Sikar,27.64644058641976,75.29317422839503,111,2677333,2342076,327583,1122,356,177,4050,15,705834,178274,527560,418806,75349,5647,339457,28382,1056.0,62.0
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,1036346,996562,30479,1284,572,114,6829,56,308174,69639,238535,201863,292470,2146,134089,10297,1064.0,46.0
Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,1421326,1243527,153146,754,378,122,22458,30,380666,81755,298911,287903,178207,1908,158264,12482,1050.0,53.0
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,3068420,2869976,104307,7406,4278,209,78647,373,848218,182769,665449,188525,1525289,14211,357846,48517,1043.0,52.0
Sikkim,East,27.29600352941175,88.74908392156858,93,1709346,1410852,178807,15792,53027,2643,46927,366,462218,461132,1086,281422,0,80037,352758,127465,1132.0,79.0
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,754894,708397,7942,37403,104,88,65,42,254277,30322,223955,176230,10722,1749,177502,8371,986.0,64.0
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,4646732,3751322,439270,358662,2851,2804,51708,1759,1314125,1314125,0,779667,10061,217368,1096334,355838,1011.0,81.0
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,3458045,3044145,211035,190314,1112,435,3284,237,1169752,884957,284795,535911,28342,63273,896325,149920,1000.0,76.0
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,2605914,2391675,123749,83334,401,236,1280,138,758209,260780,497429,763944,15702,15396,598412,50938,1014.0,70.0
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,1506843,1452956,38304,14089,164,39,37,87,487926,91107,396819,245392,63044,3651,337972,18927,1057.0,61.0
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,2159775,1879494,105012,169945,313,256,71,138,713542,269724,443818,452376,8064,9155,500057,38677,1002.0,69.0
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,2251744,2115455,76098,55899,435,148,639,157,843684,432398,411286,369483,21880,18604,595211,58861,1007.0,66.0
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,3998252,3537399,173785,256762,1620,990,4962,756,1213504,774705,438799,948081,41210,100322,961161,200738,1014.0,75.0
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,1870374,909872,78590,876299,160,438,156,10,598041,493788,104253,74249,7282,15673,465692,52943,981.0,83.0
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,1064493,993666,53292,16483,115,29,7,79,364661,152420,212241,221385,575,4915,264949,17995,985.0,68.0
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,3038252,2760502,168881,97711,520,199,1532,305,1010441,592723,417718,408976,11096,34097,754141,95311,1010.0,75.0
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,1616450,1435072,128617,47579,184,450,963,110,517740,118724,399016,509767,3756,5585,381940,19692,975.0,75.0
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,1673652,32483,16909,183,108,84,199,627484,257127,370357,345392,57059,8960,441044,31581,1014.0,68.0
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,521658,32702,10301,83,39,38,26,188592,33179,155413,175289,2584,1507,135751,7745,997.0,66.0
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,1428784,114194,72850,119,81,32,293,503941,104229,399712,284804,1283,4494,354493,18272,985.0,69.0
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,1047411,208038,91139,154,86,29,36,417239,126761,290478,249008,1105,5172,291400,22379,1018.0,72.0
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,3482056,3326357,95487,53841,412,174,992,246,1170352,597539,572813,580512,119369,20660,835377,63867,1048.0,66.0
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,1339101,1186078,74310,75481,150,80,109,24,452417,143193,309224,227746,790,5773,314270,24456,997.0,72.0
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,2075870,190814,133971,231,795,1256,148,753372,274302,479070,455062,3561,13495,555582,42912,966.0,74.0
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,1245899,1148990,56751,37574,152,79,28,74,410623,221295,189328,258200,1835,4667,312310,18830,1009.0,70.0
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,3325823,143093,233633,1422,951,3693,530,1119433,732196,387237,821646,47243,75634,909400,174279,1013.0,75.0
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,1132785,96092,33192,258,151,279,64,408179,86848,321331,430927,3034,4416,303114,15535,983.0,75.0
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,2294369,91636,66987,232,157,7898,110,710163,147061,563102,565329,90954,6445,549077,27529,1006.0,66.0
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,3397857,414760,111390,676,438,3514,251,1140300,486801,653499,860212,72955,20623,865913,69912,993.0,70.0
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,1822626,47838,67405,245,87,98,75,734724,370942,363782,399831,2294,10219,505950,37357,993.0,72.0
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,307120,8256,22940,175,39120,85,206,103528,14071,89457,61688,210608,273,46875,5067,1059.0,73.0
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,507967,105737,44062,151,34717,307,70,192621,42184,150437,114968,179426,997,81601,10310,1035.0,75.0
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,736015,49258,39258,245,49420,106,808,264077,44906,219171,140168,344835,948,133744,10393,1045.0,74.0
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,1512801,152791,53622,499,2128,362,430,506637,217016,289621,338094,431944,6394,314567,36186,1039.0,79.0
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,4418797,3922718,411313,10076,12057,4049,21508,384,903823,406852,496971,991325,7255,27183,536402,82012,1151.0,61.0
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,3673889,2904140,729283,7635,5875,2582,2805,91,858059,275942,582117,755254,629,13634,268120,58336,1134.0,57.0
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,5102041,796756,13782,4377,4391,2247,305,1248570,265304,983266,1309851,7955,24122,391542,85491,1110.0,62.0
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,1985654,401678,2536,869,1817,235,33,566590,65031,501559,591125,746,2509,99581,27308,1023.0,62.0
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,1379545,1273546,101963,1004,371,332,228,444,314274,58438,255836,391622,150,2404,65479,14279,1157.0,67.0
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,4613913,3878626,718692,3810,719,5652,183,226,971458,80434,891024,1171378,9327,6652,183381,47324,981.0,60.0
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,1303048,917474,364583,1840,483,161,16139,25,316046,69991,246055,149060,14,2989,119121,19999,1161.0,61.0
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,3487731,2291892,1169330,6400,8212,2793,1177,38,760262,61742,698520,509307,11159,2681,85814,35463,1122.0,40.0
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,3004240,213440,4463,892,1595,233,64,629381,64454,564927,494698,110114,4672,119972,42969,1068.0,61.0
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,1333242,805975,3228,900,1866,198,87,445838,35768,410070,277212,24887,1551,57400,15510,1078.0,40.0
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,1637549,157612,1367,231,168,916,50,445625,67569,378056,387855,163,1655,73522,18612,1159.0,56.0
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,2505444,737106,4857,2090,1553,3016,211,714908,79068,635840,864559,610,3159,108116,26293,1099.0,52.0
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,2830768,1536534,14822,28187,4371,931,339,994411,362798,631613,557150,3227,15164,272830,56575,1128.0,49.0
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,2464464,2082976,364510,3493,900,9753,107,99,545025,31065,513960,513959,3620,3423,108101,30244,1038.0,57.0
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,3682713,2032081,1585210,6184,50624,1736,2134,41,908523,224648,683875,787444,3058,7303,268353,37341,1091.0,58.0
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,3499171,2707195,777407,4088,2765,669,1572,86,880077,221628,658449,725600,198,7865,223922,38225,1116.0,58.0
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,1727869,215081,2153,1389,340,100,1175,395759,50822,344937,446786,41725,3492,99602,20762,1089.0,60.0
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,955372,34559,693,63,101,285,27,230795,23558,207237,266655,366,827,41046,9437,1137.0,54.0
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,3100946,2730957,358539,3626,818,1182,209,146,665706,67928,597778,468663,109894,4469,150001,36068,983.0,60.0
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,1611126,146346,2464,708,2887,5671,18,401998,67752,334246,281011,140,2635,69591,19712,1145.0,59.0
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,1457892,113961,1362,1045,1733,3917,94,351126,85483,265643,388283,169,2964,113098,21506,1149.0,67.0
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,2094271,365806,3225,1912,737,358,185,589666,79288,510378,555047,931,4746,127754,28625,1040.0,59.0
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,1885204,1596278,276846,3137,3160,3161,487,100,411490,94843,316647,312712,230,2624,88081,18733,1145.0,58.0
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,2632733,2274674,350700,2201,402,172,199,47,636540,77733,558807,651480,340,3385,75263,33501,1110.0,57.0
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,2140745,314812,3370,1804,3395,19077,61,535368,185621,349747,473890,2565,5834,196080,31797,1142.0,61.0
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,1648115,1394025,215500,7366,9261,895,4518,91,509770,338935,170835,216105,2215,53181,257586,87188,1175.0,68.0
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,4681645,3414427,1186776,19026,23001,3487,16412,265,1191723,836316,355407,773463,3968,78116,695130,179552,1135.0,67.0
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,3620268,3233790,368153,4181,810,3145,213,184,761640,61467,700173,726641,28712,5309,105767,50180,1051.0,61.0
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,3433919,2739076,678615,4735,1893,649,338,57,726372,52794,673578,531973,870,4313,104084,31811,1085.0,49.0
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,4440895,4009037,403847,9662,2123,2848,460,207,951128,189170,761958,936061,18172,14597,296619,65360,1053.0,61.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,454768,449412,3711,243,591,95,293,9,211348,15232,196116,109256,3044,2521,104120,7525,913.0,79.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,1104285,1010014,91269,814,196,74,41,273,311381,55300,256081,241198,474,1196,55929,11037,1162.0,59.0
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,4092845,3508131,556219,5822,5688,6671,446,98,907677,121064,786613,1274505,349,3845,95508,32065,1153.0,54.0
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,1689974,1509708,171581,1148,463,2875,256,145,396421,91565,304856,468178,832,2217,104176,18615,1156.0,64.0
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,3981502,483750,4947,1286,7898,349,114,1006670,80582,926088,990345,4736,8002,181467,52398,977.0,61.0
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,1823930,147842,7050,4951,1203,7328,311,504913,195321,309592,562505,3873,8517,183340,40774,1124.0,65.0
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,1840221,1075440,750368,5952,5295,189,517,21,451374,115486,335888,318001,164,2825,89329,18303,1099.0,53.0
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,1375788,273967,1263,504,2033,606,65,365770,65985,299785,309980,15,2488,61491,18082,1138.0,61.0
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,1796184,1612968,176327,1300,478,819,155,103,405256,41323,363933,460544,801,2682,49753,25354,1156.0,65.0
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1599596,1372381,220423,2225,522,687,545,3,380620,30764,349856,555397,193,1503,43753,15029,1102.0,51.0
