State,District,Latitude,Longitude,District code,Population,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Other Religion,Households,Urban Households,Rural Households,SC,ST,Households with Internet,Housholds with Electric Lighting,Households with Computer,Total Power Parity,Non Workers,sex_ratio,literacy rate,GDP Per Capita,Unemployment Rate
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,1611126,146346,2464,708,2887,5671,18,401998,67752,334246,281011,140,2635,69591,19712,3461,1228496,1145.0,59.0,0.0019504305486677787,69.23132410621703
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,1457892,113961,1362,1045,1733,3917,94,351126,85483,265643,388283,169,2964,113098,21506,1825,1075738,1149.0,67.0,0.0011537415998128726,68.00677704654794
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,2094271,365806,3225,1912,737,358,185,589666,79288,510378,555047,931,4746,127754,28625,2985,1639787,1040.0,59.0,0.001208014905730321,66.36137816491812
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,1885204,1596278,276846,3137,3160,3161,487,100,411490,94843,316647,312712,230,2624,88081,18733,2058,1292937,1145.0,58.0,0.001091659045917577,68.58339999278593
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,2632733,2274674,350700,2201,402,172,199,47,636540,77733,558807,651480,340,3385,75263,33501,2868,1568804,1110.0,57.0,0.0010893622710696452,59.58842009425187
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,2140745,314812,3370,1804,3395,19077,61,535368,185621,349747,473890,2565,5834,196080,31797,2940,1736635,1142.0,61.0,0.001176868057879492,69.51667549984869
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,1648115,1394025,215500,7366,9261,895,4518,91,509770,338935,170835,216105,2215,53181,257586,87188,2578,1079006,1175.0,68.0,0.0015642112352596755,65.46909651328943
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,4681645,3414427,1186776,19026,23001,3487,16412,265,1191723,836316,355407,773463,3968,78116,695130,179552,5946,3161107,1135.0,67.0,0.0012700663976016977,67.52128792336882
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,3620268,3233790,368153,4181,810,3145,213,184,761640,61467,700173,726641,28712,5309,105767,50180,4079,2415666,1051.0,61.0,0.0011267121660606342,66.72616502424682
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,3433919,2739076,678615,4735,1893,649,338,57,726372,52794,673578,531973,870,4313,104084,31811,3614,2263367,1085.0,49.0,0.001052441831039113,65.91206723280311
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,4440895,4009037,403847,9662,2123,2848,460,207,951128,189170,761958,936061,18172,14597,296619,65360,5455,3089266,1053.0,61.0,0.0012283559958071516,69.56404058190972
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,454768,449412,3711,243,591,95,293,9,211348,15232,196116,109256,3044,2521,104120,7525,878,212837,913.0,79.0,0.001930654751433698,46.8012261196918
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,1104285,1010014,91269,814,196,74,41,273,311381,55300,256081,241198,474,1196,55929,11037,1291,660630,1162.0,59.0,0.0011690822568449267,59.82423015797552
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,4092845,3508131,556219,5822,5688,6671,446,98,907677,121064,786613,1274505,349,3845,95508,32065,4209,2773899,1153.0,54.0,0.0010283800143909675,67.77434767258472
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,1689974,1509708,171581,1148,463,2875,256,145,396421,91565,304856,468178,832,2217,104176,18615,1906,1069210,1156.0,64.0,0.0011278280020876061,63.26783725666786
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,3981502,483750,4947,1286,7898,349,114,1006670,80582,926088,990345,4736,8002,181467,52398,5261,3056829,977.0,61.0,0.00117061886821337,68.01713940889199
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,1823930,147842,7050,4951,1203,7328,311,504913,195321,309592,562505,3873,8517,183340,40774,2651,1183689,1124.0,65.0,0.001326426508916478,59.22581923473547
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,1840221,1075440,750368,5952,5295,189,517,21,451374,115486,335888,318001,164,2825,89329,18303,2074,1241132,1099.0,53.0,0.001127038545913779,67.44472538896143
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,1375788,273967,1263,504,2033,606,65,365770,65985,299785,309980,15,2488,61491,18082,1730,1131940,1138.0,61.0,0.0010442975318359837,68.32844787204759
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,1796184,1612968,176327,1300,478,819,155,103,405256,41323,363933,460544,801,2682,49753,25354,2056,1167320,1156.0,65.0,0.00114464887784325,64.98888755272289
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1599596,1372381,220423,2225,522,687,545,3,380620,30764,349856,555397,193,1503,43753,15029,1645,960510,1102.0,51.0,0.00102838466712845,60.0470368768114
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3564544,2928462,620244,5006,767,4619,383,133,785099,42775,742324,544231,80269,3486,127331,35931,3704,2447571,1041.0,55.0,0.0010391230968112611,68.66435089593507
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,1221592,1163804,33724,1351,1034,69,20390,41,301832,43819,258013,240519,71610,1079,77082,9906,1287,718241,1104.0,52.0,0.0010535432452078927,58.79548981984165
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,4589838,3537787,985070,20493,23883,3877,4975,504,1061721,717566,344155,948294,7506,68506,582769,152257,7486,3047032,1091.0,68.0,0.0016309943836797726,66.38648248587423
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,875958,815142,57454,965,389,94,234,157,246823,48525,198298,220898,647,1316,42936,11298,904,526282,1139.0,56.0,0.0010320129503925987,60.08073446443779
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,1868529,1746649,100723,1729,475,8814,4161,38,411258,72783,338475,368206,478,2642,79022,24451,1998,1307689,1135.0,64.0,0.0010692903348034737,69.9849453768178
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,2547184,2310776,216933,3179,2872,883,2056,126,585290,177802,407488,506580,1520,8726,281239,37596,3025,1706245,1159.0,59.0,0.0011875859772988524,66.98554168053819
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2205968,1769937,428555,2109,340,564,155,129,451528,99321,352207,474537,22915,2656,149908,26716,2693,1509221,1021.0,62.0,0.0012207792678769593,68.41536232619875
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,3443689,2183255,1185643,10582,24912,1855,18544,236,803823,422303,381520,624149,3390,23717,425624,69473,4953,2353150,1128.0,62.0,0.001438283189916395,68.33224486880202
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,2496970,2292534,195765,2373,1133,341,701,27,543115,77963,465152,661129,20132,4447,145997,24518,2875,1614974,1108.0,57.0,0.0011513954913354987,64.67734894692367
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,4772006,2488265,2248392,13157,7555,1260,2426,382,1047916,355518,692398,731406,685,11690,281758,61846,5452,3354195,1103.0,47.0,0.0011424964679424125,70.28899376907741
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,4143512,2382914,1711453,6495,18601,1516,16345,60,969850,296104,673746,561250,317,10077,368153,56149,4871,2851868,1125.0,58.0,0.001175572799113409,68.82731364118169
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2031007,1449007,489686,3510,84787,360,138,45,461390,89638,371752,333558,1714,2870,83006,18097,2125,1412402,1118.0,52.0,0.0010462790133170393,69.5419562808006
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,867848,827293,25597,358,72,32,14077,27,234082,24269,209813,60429,550427,716,71612,5961,2829,386554,1018.0,46.0,0.0032597874282132354,44.54167089167688
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,3209141,2731351,452394,3920,1451,7795,746,43,752786,41701,711085,709252,723,5149,140538,34400,3639,2142540,1002.0,60.0,0.0011339483057927339,66.76366043124936
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,3405559,2975998,413243,3634,2424,722,397,602,778418,73393,705025,1030367,1756,5184,247856,34788,3812,2200849,1060.0,58.0,0.0011193463393234415,64.6251907542932
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,2335819,1073890,1181337,9201,65316,384,1307,63,539992,143217,396775,307936,358,3847,131112,25960,2545,1598558,1101.0,45.0,0.0010895535998294388,68.43672390711781
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,3466382,1966892,1454052,6523,18627,1937,10208,135,889238,284156,605082,764450,980,9699,404499,38816,4029,2429038,1124.0,60.0,0.0011623069817463857,70.07415801259064
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,1715183,1300586,404410,1766,447,4393,95,35,352151,27179,324972,369039,1593,2031,79525,19729,1850,1175714,1029.0,56.0,0.0010786021083464563,68.54743779526733
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3006538,2412595,527581,4630,51090,2312,301,84,655003,134714,520289,532673,508,3889,115163,27533,3441,2114324,1147.0,50.0,0.0011445057404895597,70.32420677869364
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,4483992,3555450,893725,6579,11611,2663,1410,79,938902,111319,827583,1446427,1602,3874,102040,34609,4535,3061390,1126.0,51.0,0.0010113755778333236,68.27376141616666
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,1862559,1738769,103567,3963,1649,1747,487,1907,428088,91040,337048,421661,385018,5149,95582,25220,2337,1132160,1090.0,53.0,0.0012547253536666489,60.78518854973185
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,3797117,3119590,650261,4453,1629,9989,426,336,889628,49891,839737,851587,696,5956,233701,44008,4190,2554485,1017.0,59.0,0.001103468763274874,67.27432944520804
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,2732016,363453,3574,1204,920,240,31,717356,121039,596317,948588,2926,3476,99466,28719,3620,1983623,1103.0,57.0,0.0011645986461701595,63.81559835115995
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,3676841,3107681,546987,7696,3309,1146,1898,298,755064,316129,438935,486958,28617,19214,336056,57583,5059,2456133,1095.0,65.0,0.0013759093743787125,66.80008735759854
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,622506,611250,7752,1895,256,201,31,6,281138,21082,260056,150995,1281,1830,109876,9858,742,324295,878.0,70.0,0.0011919563827497246,52.09508020806225
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,259898,257509,1440,397,46,102,7,16,99911,3880,96031,72061,1982,435,47083,3595,281,136260,917.0,69.0,0.0010811933912534917,52.42826031750918
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,391605,385818,4395,428,323,190,11,23,186340,22906,163434,79317,12260,899,71524,5582,467,210665,982.0,72.0,0.0011925281852887477,53.795278405536195
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,249563,8693,870,336,24,28,6,98041,12839,85202,47383,1339,548,37725,3159,309,160082,1020.0,68.0,0.0011900727138279517,61.65346931229973
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,483439,475105,6015,1401,260,185,13,30,209943,26256,183687,120378,19535,1344,95421,7932,631,266949,980.0,71.0,0.0013052318906832093,55.218755623770534
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,609835,7374,656,290,32,91,109,254236,27177,227059,102130,875,1366,117239,7831,743,338489,928.0,66.0,0.001200456916845335,54.68929492948325
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,1648902,1104452,372267,6064,162768,505,738,159,414659,145253,269406,238264,123037,7883,254802,28053,1805,1057444,1087.0,63.0,0.0010946678456330333,64.13019087853614
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,330086,324859,3554,353,167,563,74,105,121209,9061,112148,80567,3512,602,52621,4104,356,172810,1044.0,65.0,0.0010785068133759082,52.353023151542324
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,3596674,3033581,290450,3865,386,260,2904,260694,991400,90885,900515,1174447,368690,4273,334670,34128,3959,2130454,1045.0,62.0,0.0011007391829228894,59.23400341537766
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,7717563,6008472,1599764,21220,16675,1602,1674,44968,2227236,862368,1364868,2115719,489447,32323,1049943,141387,13547,4806312,1058.0,68.0,0.0017553468627337413,62.27758684963116
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,3502404,2181515,1298054,10906,582,258,1152,6051,965609,134565,831044,1033140,242484,5210,333752,39636,3911,2170801,1046.0,62.0,0.0011166615844431424,61.98031409283452
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,1232850,412788,24794,276,148,323,2786,461026,70077,390949,482754,275366,2518,168069,24318,2039,973289,1047.0,65.0,0.0012163868002643956,58.06257442091876
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,1366681,105086,141848,2032,209240,1840,15523,518959,215675,303284,317275,397389,10943,297176,38065,3146,1163097,1030.0,71.0,0.001703465897923082,62.97826050466124
West Bengal,Haora,22.401674174428507,87.99421176968654,341,4850029,3535844,1270641,8666,4380,1258,9699,1265,1352697,869313,483384,718951,15094,30751,796953,99261,9414,3030184,1065.0,74.0,0.001941019321740138,62.477647040873364
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,5519145,4574569,870204,7300,2662,1730,2160,49050,1640038,647953,992085,1344021,229243,31725,965258,118459,9450,3366275,1041.0,74.0,0.0017122217299962222,60.99268999093157
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,3872846,3156781,445817,186279,2994,50676,1461,23816,1117804,319426,798378,1458278,731704,9322,382500,48818,5160,2359936,1049.0,65.0,0.0013323535198662688,60.93544643913029
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,4496694,3440290,926414,39758,13849,4771,21178,1452,1308106,1308106,0,241932,10684,136618,927602,252644,16375,2700954,1101.0,80.0,0.003641564224739331,60.065327994299814
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,3988845,1914352,2045151,13209,747,359,639,7929,958996,128678,830318,835430,313984,5357,297716,63525,4191,2450998,1059.0,52.0,0.0010506800840844907,61.44630839252967
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,7103807,2359061,4707573,18102,766,348,3037,7429,1851965,350899,1501066,897534,91035,7951,541169,79729,8088,4513900,1044.0,57.0,0.0011385444452530875,63.541985304499406
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,5167600,3728482,1382682,33835,849,514,281,16893,1549771,468390,1081381,1546917,140700,12787,623729,77210,7048,3324993,1056.0,67.0,0.00136388265345615,64.3430799597492
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,2930115,2373120,227249,8646,622,209,3052,309029,752652,99433,653219,567767,540652,3551,189889,32862,3309,1680473,1045.0,55.0,0.0011293072114916991,57.351776295469634
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,3007134,1482943,1501170,16702,477,432,1324,1622,778250,94269,683981,807950,162816,2883,199307,31210,3214,1931508,1065.0,50.0,0.0010687917465600136,64.23085901725696
